Date,Player_1,Player_2,Winner
2024-05-12,Zverev A.,Darderi L.,Zverev A.
2024-05-12,Shelton B.,Zhang Zh.,Zhang Zh.
2024-05-13,De Minaur A.,Auger-Aliassime F.,De Minaur A.
2024-05-13,Norrie C.,Tsitsipas S.,Tsitsipas S.
2024-05-13,Muller A.,Rublev A.,Muller A.
2024-05-13,Koepfer D.,Paul T.,Paul T.
2024-05-13,Jarry N.,Napolitano S.,Jarry N.
2024-05-13,Etcheverry T.,Hurkacz H.,Hurkacz H.
2024-05-13,Medvedev D.,Medjedovic H.,Medvedev D.
2024-05-13,Rune H.,Baez S.,Baez S.
2024-05-14,Tabilo A.,Khachanov K.,Tabilo A.
2024-05-14,Dimitrov G.,Fritz T.,Fritz T.
2024-05-14,Zhang Zh.,Monteiro T.,Zhang Zh.
2024-05-14,Borges N.,Zverev A.,Zverev A.
2024-05-14,Jarry N.,Muller A.,Jarry N.
2024-05-14,Baez S.,Hurkacz H.,Hurkacz H.
2024-05-14,Paul T.,Medvedev D.,Paul T.
2024-05-14,De Minaur A.,Tsitsipas S.,Tsitsipas S.
2024-05-15,Tabilo A.,Zhang Zh.,Tabilo A.
2024-05-15,Fritz T.,Zverev A.,Zverev A.
2024-05-16,Paul T.,Hurkacz H.,Paul T.
2024-05-16,Tsitsipas S.,Jarry N.,Jarry N.
2024-05-17,Zverev A.,Tabilo A.,Zverev A.
2024-05-17,Paul T.,Jarry N.,Jarry N.
2024-05-19,Zverev A.,Jarry N.,Zverev A.
2024-05-19,Nagal S.,Baez S.,Baez S.
2024-05-19,Carballes Baena R.,Altmaier D.,Carballes Baena R.
2024-05-20,Marozsan F.,Shevchenko A.,Shevchenko A.
2024-05-20,Ofner S.,Hijikata R.,Ofner S.
2024-05-20,Giron M.,Ruusuvuori E.,Ruusuvuori E.
2024-05-20,Cobolli F.,Karatsev A.,Cobolli F.
2024-05-21,Kovacevic A.,Michelsen A.,Michelsen A.
2024-05-21,Moreno De Alboran N.,Goffin D.,Moreno De Alboran N.
2024-05-21,Murray A.,Hanfmann Y.,Hanfmann Y.
2024-05-21,Griekspoor T.,Eubanks C.,Griekspoor T.
2024-05-21,Draper J.,Machac T.,Machac T.
2024-05-21,Shapovalov D.,Coria F.,Shapovalov D.
2024-05-21,Shelton B.,Cobolli F.,Cobolli F.
2024-05-22,Baez S.,Carballes Baena R.,Baez S.
2024-05-22,Moreno De Alboran N.,Machac T.,Machac T.
2024-05-22,Michelsen A.,Fritz T.,Michelsen A.
2024-05-22,Ofner S.,Ruud C.,Ruud C.
2024-05-22,Djokovic N.,Hanfmann Y.,Djokovic N.
2024-05-23,Shapovalov D.,Griekspoor T.,Griekspoor T.
2024-05-23,Machac T.,Michelsen A.,Machac T.
2024-05-23,Griekspoor T.,Djokovic N.,Djokovic N.
2024-05-23,Cobolli F.,Shevchenko A.,Cobolli F.
2024-05-23,Baez S.,Ruud C.,Ruud C.
2024-05-24,Machac T.,Djokovic N.,Machac T.
2024-05-25,Cobolli F.,Ruud C.,Ruud C.
2024-05-25,Ruud C.,Machac T.,Ruud C.
2024-05-19,Mcdonald M.,Vukic A.,Vukic A.
2024-05-19,Muller A.,Gasquet R.,Muller A.
2024-05-20,Sanchez Izquierdo N.,Etcheverry T.,Etcheverry T.
2024-05-20,Kotov P.,Cachin P.,Kotov P.
2024-05-20,Evans D.,Rinderknech A.,Rinderknech A.
2024-05-20,Koepfer D.,Barranco Cosano J.,Koepfer D.
2024-05-21,Martinez P.,Seyboth Wild T.,Seyboth Wild T.
2024-05-21,Mpetshi G.,Sonego L.,Mpetshi G.
2024-05-21,Galan D.E.,Gaston H.,Gaston H.
2024-05-21,Tiafoe F.,Munar J.,Tiafoe F.
2024-05-21,Daniel T.,Darderi L.,Darderi L.
2024-05-21,Nishioka Y.,Fanselow S.,Nishioka Y.
2024-05-21,Muller A.,Kotov P.,Kotov P.
2024-05-21,Bublik A.,Vukic A.,Bublik A.
2024-05-22,Mannarino A.,Darderi L.,Darderi L.
2024-05-22,Koepfer D.,Humbert U.,Koepfer D.
2024-05-22,Tiafoe F.,Rinderknech A.,Rinderknech A.
2024-05-22,Gaston H.,Cerundolo F.,Gaston H.
2024-05-23,Koepfer D.,Etcheverry T.,Etcheverry T.
2024-05-23,Bublik A.,Kotov P.,Bublik A.
2024-05-23,Gaston H.,Mpetshi G.,Mpetshi G.
2024-05-24,Etcheverry T.,Darderi L.,Etcheverry T.
2024-05-24,Bublik A.,Mpetshi G.,Mpetshi G.
2024-05-25,Mpetshi G.,Etcheverry T.,Mpetshi G.
2024-05-26,Moreno De Alboran N.,Nakashima B.,Nakashima B.
2024-05-26,Rublev A.,Daniel T.,Rublev A.
2024-05-26,Tirante T.A.,Martinez P.,Martinez P.
2024-05-26,Sonego L.,Humbert U.,Sonego L.
2024-05-26,Vukic A.,Zhang Zh.,Zhang Zh.
2024-05-26,De Jong J.,Draper J.,De Jong J.
2024-05-26,Mochizuki S.,Hurkacz H.,Hurkacz H.
2024-05-26,Dimitrov G.,Kovacevic A.,Dimitrov G.
2024-05-26,Thompson J.,Marterer M.,Marterer M.
2024-05-26,Alcaraz C.,Wolf J.J.,Alcaraz C.
2024-05-26,Coric B.,Gasquet R.,Gasquet R.
2024-05-26,Muller A.,Nardi L.,Muller A.
2024-05-26,Tabilo A.,Bergs Z.,Bergs Z.
2024-05-26,Nishikori K.,Diallo G.,Nishikori K.
2024-05-26,Kukushkin M.,Marozsan F.,Marozsan F.
2024-05-26,Korda S.,Mayot H.,Korda S.
2024-05-26,Djere L.,Altmaier D.,Altmaier D.
2024-05-26,Moutet C.,Jarry N.,Moutet C.
2024-05-26,Atmane T.,Ofner S.,Ofner S.
2024-05-26,Wawrinka S.,Murray A.,Wawrinka S.
2024-05-27,Ruusuvuori E.,Kwon S.W.,Kwon S.W.
2024-05-27,Shevchenko A.,Karatsev A.,Shevchenko A.
2024-05-27,Eubanks C.,Sinner J.,Sinner J.
2024-05-27,Squire H.,Purcell M.,Squire H.
2024-05-27,Gaston H.,Shelton B.,Shelton B.
2024-05-27,Auger-Aliassime F.,Nishioka Y.,Auger-Aliassime F.
2024-05-27,Heide G.,Baez S.,Baez S.
2024-05-27,Arnaldi M.,Fils A.,Arnaldi M.
2024-05-27,Fucsovics M.,Tsitsipas S.,Tsitsipas S.
2024-05-27,Kovalik J.,Giron M.,Kovalik J.
2024-05-27,Nagal S.,Khachanov K.,Khachanov K.
2024-05-27,Zverev A.,Nadal R.,Zverev A.
2024-05-27,Norrie C.,Kotov P.,Kotov P.
2024-05-27,Cerundolo F.,Hanfmann Y.,Cerundolo F.
2024-05-27,Virtanen O.,Misolic F.,Misolic F.
2024-05-27,Tiafoe F.,Bellucci M.,Tiafoe F.
2024-05-27,Galan D.E.,Musetti L.,Musetti L.
2024-05-27,Paul T.,Cachin P.,Paul T.
2024-05-27,Van Assche L.,Shapovalov D.,Shapovalov D.
2024-05-27,Kecmanovic M.,Monteiro T.,Kecmanovic M.
2024-05-27,Safiullin R.,Lajovic D.,Lajovic D.
2024-05-27,Monfils G.,Seyboth Wild T.,Monfils G.
2024-05-27,Van De Zandschulp B.,Fognini F.,Fognini F.
2024-05-27,Medvedev D.,Koepfer D.,Medvedev D.
2024-05-28,Cazaux A.,Etcheverry T.,Etcheverry T.
2024-05-28,Ruud C.,Meligeni Alves F.,Ruud C.
2024-05-28,Borges N.,Machac T.,Machac T.
2024-05-28,Davidovich Fokina A.,Vacherot V.,Davidovich Fokina A.
2024-05-28,Bautista Agut R.,Munar J.,Munar J.
2024-05-28,De Minaur A.,Michelsen A.,De Minaur A.
2024-05-28,Carreno Busta P.,Navone M.,Navone M.
2024-05-28,Rinderknech A.,Walton A.,Rinderknech A.
2024-05-28,Coria F.,Fritz T.,Fritz T.
2024-05-28,Goffin D.,Mpetshi G.,Goffin D.
2024-05-28,Medjedovic H.,Cobolli F.,Cobolli F.
2024-05-28,Struff J.L.,Burruchaga R.,Struff J.L.
2024-05-28,Evans D.,Rune H.,Rune H.
2024-05-28,Zeppieri G.,Mannarino A.,Zeppieri G.
2024-05-28,Hijikata R.,Darderi L.,Darderi L.
2024-05-28,Kokkinakis T.,Popyrin A.,Kokkinakis T.
2024-05-28,Lestienne C.,Carballes Baena R.,Carballes Baena R.
2024-05-28,Griekspoor T.,Mcdonald M.,Griekspoor T.
2024-05-28,Herbert P.H.,Djokovic N.,Djokovic N.
2024-05-28,Bublik A.,Barrere G.,Bublik A.
2024-05-29,Altmaier D.,Tsitsipas S.,Tsitsipas S.
2024-05-29,Alcaraz C.,De Jong J.,Alcaraz C.
2024-05-29,Martinez P.,Rublev A.,Rublev A.
2024-05-29,Kotov P.,Wawrinka S.,Kotov P.
2024-05-29,Gasquet R.,Sinner J.,Sinner J.
2024-05-30,Arnaldi M.,Muller A.,Arnaldi M.
2024-05-30,Kwon S.W.,Korda S.,Korda S.
2024-05-30,Shapovalov D.,Tiafoe F.,Shapovalov D.
2024-05-30,Baez S.,Ofner S.,Ofner S.
2024-05-30,Bergs Z.,Marterer M.,Bergs Z.
2024-05-30,Nakashima B.,Hurkacz H.,Hurkacz H.
2024-05-30,Dimitrov G.,Marozsan F.,Dimitrov G.
2024-05-30,Squire H.,Auger-Aliassime F.,Auger-Aliassime F.
2024-05-30,Griekspoor T.,Darderi L.,Griekspoor T.
2024-05-30,Sonego L.,Zhang Zh.,Zhang Zh.
2024-05-30,Zverev A.,Goffin D.,Zverev A.
2024-05-30,Carballes Baena R.,Djokovic N.,Djokovic N.
2024-05-30,Moutet C.,Shevchenko A.,Moutet C.
2024-05-30,Munar J.,De Minaur A.,De Minaur A.
2024-05-30,Paul T.,Fognini F.,Paul T.
2024-05-30,Cobolli F.,Rune H.,Rune H.
2024-05-30,Machac T.,Navone M.,Machac T.
2024-05-30,Zeppieri G.,Kokkinakis T.,Kokkinakis T.
2024-05-30,Kovalik J.,Khachanov K.,Kovalik J.
2024-05-30,Bublik A.,Struff J.L.,Struff J.L.
2024-05-30,Cerundolo F.,Misolic F.,Cerundolo F.
2024-05-30,Davidovich Fokina A.,Ruud C.,Ruud C.
2024-05-30,Fritz T.,Lajovic D.,Fritz T.
2024-05-30,Monfils G.,Musetti L.,Musetti L.
2024-05-31,Arnaldi M.,Rublev A.,Arnaldi M.
2024-05-31,Kotov P.,Sinner J.,Sinner J.
2024-05-31,Tsitsipas S.,Zhang Zh.,Tsitsipas S.
2024-05-31,Ofner S.,Moutet C.,Moutet C.
2024-05-31,Alcaraz C.,Korda S.,Alcaraz C.
2024-06-01,Struff J.L.,De Minaur A.,De Minaur A.
2024-06-01,Auger-Aliassime F.,Shelton B.,Auger-Aliassime F.
2024-06-01,Machac T.,Medvedev D.,Medvedev D.
2024-06-01,Zverev A.,Griekspoor T.,Zverev A.
2024-06-01,Shapovalov D.,Hurkacz H.,Hurkacz H.
2024-06-01,Rune H.,Kovalik J.,Rune H.
2024-06-01,Paul T.,Cerundolo F.,Cerundolo F.
2024-06-01,Fritz T.,Kokkinakis T.,Fritz T.
2024-06-01,Bergs Z.,Dimitrov G.,Dimitrov G.
2024-06-01,Ruud C.,Etcheverry T.,Ruud C.
2024-06-01,Musetti L.,Djokovic N.,Djokovic N.
2024-06-02,Tsitsipas S.,Arnaldi M.,Tsitsipas S.
2024-06-02,Auger-Aliassime F.,Alcaraz C.,Alcaraz C.
2024-06-02,Dimitrov G.,Hurkacz H.,Dimitrov G.
2024-06-02,Moutet C.,Sinner J.,Sinner J.
2024-06-03,De Minaur A.,Medvedev D.,De Minaur A.
2024-06-03,Cerundolo F.,Djokovic N.,Djokovic N.
2024-06-03,Ruud C.,Fritz T.,Ruud C.
2024-06-03,Rune H.,Zverev A.,Zverev A.
2024-06-04,Sinner J.,Dimitrov G.,Sinner J.
2024-06-04,Tsitsipas S.,Alcaraz C.,Alcaraz C.
2024-06-05,Zverev A.,De Minaur A.,Zverev A.
2024-06-07,Sinner J.,Alcaraz C.,Alcaraz C.
2024-06-07,Zverev A.,Ruud C.,Zverev A.
2024-06-09,Zverev A.,Alcaraz C.,Alcaraz C.
2024-06-10,Draper J.,Ofner S.,Draper J.
2024-06-10,Zhang Zh.,Koepfer D.,Koepfer D.
2024-06-10,Hanfmann Y.,Squire H.,Hanfmann Y.
2024-06-10,Marozsan F.,Medjedovic H.,Medjedovic H.
2024-06-11,Musetti L.,Mpetshi G.,Musetti L.
2024-06-11,Herbert P.H.,Duckworth J.,Duckworth J.
2024-06-11,Nakashima B.,Eubanks C.,Nakashima B.
2024-06-11,Safiullin R.,Berrettini M.,Berrettini M.
2024-06-11,Rinderknech A.,Michelsen A.,Rinderknech A.
2024-06-11,Martineau M.,Shapovalov D.,Shapovalov D.
2024-06-11,Giron M.,Murray A.,Giron M.
2024-06-11,Cobolli F.,Struff J.L.,Struff J.L.
2024-06-12,Musetti L.,Koepfer D.,Musetti L.
2024-06-12,Hanfmann Y.,Tiafoe F.,Tiafoe F.
2024-06-12,Bublik A.,Medjedovic H.,Bublik A.
2024-06-12,Giron M.,Draper J.,Draper J.
2024-06-13,Nakashima B.,Gasquet R.,Nakashima B.
2024-06-13,Rinderknech A.,Struff J.L.,Struff J.L.
2024-06-13,Berrettini M.,Shapovalov D.,Berrettini M.
2024-06-13,Shelton B.,Duckworth J.,Duckworth J.
2024-06-14,Draper J.,Tiafoe F.,Draper J.
2024-06-14,Duckworth J.,Berrettini M.,Berrettini M.
2024-06-15,Draper J.,Nakashima B.,Draper J.
2024-06-15,Musetti L.,Berrettini M.,Berrettini M.
2024-06-16,Draper J.,Berrettini M.,Draper J.
2024-06-10,Goffin D.,Nardi L.,Nardi L.
2024-06-11,Mannarino A.,Napolitano S.,Mannarino A.
2024-06-11,Mensik J.,Brouwer G.,Brouwer G.
2024-06-11,Mcdonald M.,Van De Zandschulp B.,Mcdonald M.
2024-06-11,Cazaux A.,Fils A.,Fils A.
2024-06-11,Raonic M.,Thompson J.,Raonic M.
2024-06-11,Purcell M.,Vukic A.,Vukic A.
2024-06-11,Griekspoor T.,Kecmanovic M.,Griekspoor T.
2024-06-11,Huesler M.A.,Bautista Agut R.,Bautista Agut R.
2024-06-11,Popyrin A.,Hijikata R.,Popyrin A.
2024-06-11,Schoolkate T.,Korda S.,Korda S.
2024-06-12,Brouwer G.,Mannarino A.,Brouwer G.
2024-06-12,Mcdonald M.,Griekspoor T.,Griekspoor T.
2024-06-12,Humbert U.,Fils A.,Humbert U.
2024-06-13,Nardi L.,Korda S.,Korda S.
2024-06-13,Paul T.,Popyrin A.,Paul T.
2024-06-13,Khachanov K.,Vukic A.,Vukic A.
2024-06-13,De Minaur A.,Bergs Z.,De Minaur A.
2024-06-13,Bautista Agut R.,Raonic M.,Raonic M.
2024-06-14,Korda S.,Paul T.,Korda S.
2024-06-14,Vukic A.,Griekspoor T.,Griekspoor T.
2024-06-14,De Minaur A.,Raonic M.,De Minaur A.
2024-06-15,Brouwer G.,Humbert U.,Humbert U.
2024-06-15,Korda S.,Griekspoor T.,Korda S.
2024-06-15,Humbert U.,De Minaur A.,De Minaur A.
2024-06-16,De Minaur A.,Korda S.,De Minaur A.
2024-06-17,Kecmanovic M.,Sonego L.,Sonego L.
2024-06-17,Zhang Zh.,Ofner S.,Zhang Zh.
2024-06-17,Safiullin R.,Marozsan F.,Marozsan F.
2024-06-17,Medvedev D.,Borges N.,Medvedev D.
2024-06-17,Cobolli F.,Hurkacz H.,Hurkacz H.
2024-06-18,Fils A.,Machac T.,Fils A.
2024-06-18,Fonseca J.,Duckworth J.,Duckworth J.
2024-06-18,Giron M.,Rublev A.,Giron M.
2024-06-18,Martinez P.,Eubanks C.,Eubanks C.
2024-06-18,Bublik A.,Purcell M.,Bublik A.
2024-06-18,Griekspoor T.,Sinner J.,Sinner J.
2024-06-18,Zverev A.,Otte O.,Zverev A.
2024-06-18,Squire H.,Tsitsipas S.,Tsitsipas S.
2024-06-19,Berrettini M.,Michelsen A.,Berrettini M.
2024-06-19,Darderi L.,Struff J.L.,Struff J.L.
2024-06-19,Fils A.,Koepfer D.,Fils A.
2024-06-19,Bublik A.,Eubanks C.,Eubanks C.
2024-06-19,Zhang Zh.,Medvedev D.,Zhang Zh.
2024-06-19,Sonego L.,Zverev A.,Zverev A.
2024-06-20,Hurkacz H.,Duckworth J.,Hurkacz H.
2024-06-20,Marozsan F.,Sinner J.,Sinner J.
2024-06-20,Giron M.,Berrettini M.,Giron M.
2024-06-20,Tsitsipas S.,Struff J.L.,Struff J.L.
2024-06-21,Hurkacz H.,Giron M.,Hurkacz H.
2024-06-21,Fils A.,Zverev A.,Zverev A.
2024-06-21,Sinner J.,Struff J.L.,Sinner J.
2024-06-21,Eubanks C.,Zhang Zh.,Zhang Zh.
2024-06-22,Hurkacz H.,Zverev A.,Hurkacz H.
2024-06-22,Zhang Zh.,Sinner J.,Sinner J.
2024-06-23,Sinner J.,Hurkacz H.,Sinner J.
2024-06-17,Mannarino A.,Dimitrov G.,Dimitrov G.
2024-06-17,Thompson J.,Rune H.,Thompson J.
2024-06-17,Norrie C.,Raonic M.,Raonic M.
2024-06-18,Fritz T.,Daniel T.,Fritz T.
2024-06-18,De Minaur A.,Musetti L.,Musetti L.
2024-06-18,Arnaldi M.,Humbert U.,Arnaldi M.
2024-06-18,Khachanov K.,Korda S.,Korda S.
2024-06-18,Tabilo A.,Davidovich Fokina A.,Tabilo A.
2024-06-18,Baez S.,Paul T.,Paul T.
2024-06-18,Alcaraz C.,Cerundolo F.,Alcaraz C.
2024-06-18,Etcheverry T.,Harris B.,Harris B.
2024-06-18,Mpetshi G.,Shelton B.,Mpetshi G.
2024-06-18,Popyrin A.,Murray A.,Murray A.
2024-06-18,Draper J.,Navone M.,Draper J.
2024-06-19,Arnaldi M.,Hijikata R.,Hijikata R.
2024-06-19,Korda S.,Dimitrov G.,Korda S.
2024-06-19,Raonic M.,Fritz T.,Fritz T.
2024-06-20,Paul T.,Tabilo A.,Paul T.
2024-06-20,Alcaraz C.,Draper J.,Draper J.
2024-06-20,Harris B.,Mpetshi G.,Harris B.
2024-06-20,Nakashima B.,Musetti L.,Musetti L.
2024-06-21,Thompson J.,Fritz T.,Thompson J.
2024-06-21,Harris B.,Musetti L.,Musetti L.
2024-06-21,Paul T.,Draper J.,Paul T.
2024-06-21,Hijikata R.,Korda S.,Korda S.
2024-06-22,Musetti L.,Thompson J.,Musetti L.
2024-06-22,Korda S.,Paul T.,Paul T.
2024-06-23,Paul T.,Musetti L.,Paul T.
2024-06-24,Fearnley J.,Harris B.,Harris B.
2024-06-24,Vukic A.,Marozsan F.,Vukic A.
2024-06-24,Djere L.,Purcell M.,Purcell M.
2024-06-24,Shang J.,Etcheverry T.,Shang J.
2024-06-24,Cerundolo F.,Giron M.,Giron M.
2024-06-25,Ruusuvuori E.,Norrie C.,Ruusuvuori E.
2024-06-25,Mccabe J.,Seyboth Wild T.,Seyboth Wild T.
2024-06-25,Nishioka Y.,Broady L.,Nishioka Y.
2024-06-25,Zhang Zh.,Kecmanovic M.,Kecmanovic M.
2024-06-25,Hussey G.,Navone M.,Hussey G.
2024-06-25,Rinderknech A.,Cobolli F.,Cobolli F.
2024-06-25,Sonego L.,Searle H.,Sonego L.
2024-06-26,Broom C.,Harris B.,Harris B.
2024-06-26,Nishioka Y.,Giron M.,Nishioka Y.
2024-06-26,Baez S.,Kecmanovic M.,Kecmanovic M.
2024-06-26,Shang J.,Ruusuvuori E.,Shang J.
2024-06-26,Sonego L.,Purcell M.,Purcell M.
2024-06-26,Cobolli F.,Hussey G.,Cobolli F.
2024-06-26,Bublik A.,Vukic A.,Vukic A.
2024-06-26,Fritz T.,Seyboth Wild T.,Fritz T.
2024-06-27,Cobolli F.,Harris B.,Harris B.
2024-06-27,Purcell M.,Kecmanovic M.,Purcell M.
2024-06-27,Nishioka Y.,Vukic A.,Vukic A.
2024-06-27,Fritz T.,Shang J.,Fritz T.
2024-06-28,Harris B.,Purcell M.,Purcell M.
2024-06-28,Fritz T.,Vukic A.,Fritz T.
2024-06-29,Purcell M.,Fritz T.,Fritz T.
2024-06-23,Michelsen A.,Borges N.,Michelsen A.
2024-06-23,Daniel T.,Bautista Agut R.,Bautista Agut R.
2024-06-23,Carballes Baena R.,Carreno Busta P.,Carballes Baena R.
2024-06-24,Nardi L.,Hijikata R.,Hijikata R.
2024-06-24,Fognini F.,Brouwer G.,Fognini F.
2024-06-24,Lestienne C.,Shevchenko A.,Shevchenko A.
2024-06-24,Darderi L.,Martinez P.,Darderi L.
2024-06-24,Munar J.,Ofner S.,Ofner S.
2024-06-24,Monfils G.,Thiem D.,Monfils G.
2024-06-25,Marterer M.,Jubb P.,Jubb P.
2024-06-25,Walton A.,Hanfmann Y.,Walton A.
2024-06-25,Eubanks C.,Mensik J.,Mensik J.
2024-06-25,Michelsen A.,Mannarino A.,Michelsen A.
2024-06-25,Humbert U.,Bautista Agut R.,Bautista Agut R.
2024-06-25,Ofner S.,Darderi L.,Ofner S.
2024-06-25,Carballes Baena R.,Monfils G.,Monfils G.
2024-06-26,Tabilo A.,Shevchenko A.,Tabilo A.
2024-06-26,Fognini F.,Mensik J.,Mensik J.
2024-06-26,Jubb P.,Walton A.,Jubb P.
2024-06-26,Hijikata R.,Shelton B.,Shelton B.
2024-06-27,Tabilo A.,Mensik J.,Tabilo A.
2024-06-27,Bautista Agut R.,Monfils G.,Monfils G.
2024-06-27,Ofner S.,Michelsen A.,Ofner S.
2024-06-27,Shelton B.,Jubb P.,Jubb P.
2024-06-28,Tabilo A.,Monfils G.,Tabilo A.
2024-06-28,Jubb P.,Ofner S.,Ofner S.
2024-06-29,Tabilo A.,Ofner S.,Tabilo A.
2024-07-01,Van Assche L.,Fognini F.,Fognini F.
2024-07-01,Shang J.,Garin C.,Shang J.
2024-07-01,Bolt A.,Ruud C.,Ruud C.
2024-07-01,Coric B.,Meligeni Alves F.,Coric B.
2024-07-01,Marozsan F.,Struff J.L.,Struff J.L.
2024-07-01,Dimitrov G.,Lajovic D.,Dimitrov G.
2024-07-01,Jarry N.,Shapovalov D.,Shapovalov D.
2024-07-01,Tiafoe F.,Arnaldi M.,Tiafoe F.
2024-07-01,Kotov P.,Thompson J.,Thompson J.
2024-07-01,Zhang Zh.,Janvier M.,Zhang Zh.
2024-07-01,Fucsovics M.,Berrettini M.,Berrettini M.
2024-07-01,Nakashima B.,Baez S.,Nakashima B.
2024-07-01,Mannarino A.,Monfils G.,Monfils G.
2024-07-01,Medvedev D.,Kovacevic A.,Medvedev D.
2024-07-01,Broom C.,Wawrinka S.,Wawrinka S.
2024-07-01,Muller A.,Gaston H.,Muller A.
2024-07-01,Fery A.,Altmaier D.,Altmaier D.
2024-07-01,Alcaraz C.,Lajal M.,Alcaraz C.
2024-07-01,Michelsen A.,Harris L.,Harris L.
2024-07-01,Cazaux A.,Bergs Z.,Cazaux A.
2024-07-01,Shevchenko A.,Humbert U.,Humbert U.
2024-07-01,Vukic A.,Ofner S.,Vukic A.
2024-07-01,Mensik J.,Bublik A.,Bublik A.
2024-07-01,Van De Zandschulp B.,Broady L.,Van De Zandschulp B.
2024-07-01,Marterer M.,Bautista Agut R.,Bautista Agut R.
2024-07-01,Sonego L.,Navone M.,Sonego L.
2024-07-01,Galan D.E.,Griekspoor T.,Griekspoor T.
2024-07-01,Sinner J.,Hanfmann Y.,Sinner J.
2024-07-01,Purcell M.,Virtanen O.,Virtanen O.
2024-07-01,Paul T.,Martinez P.,Paul T.
2024-07-01,Nagal S.,Kecmanovic M.,Kecmanovic M.
2024-07-02,Nishioka Y.,Borges N.,Nishioka Y.
2024-07-02,Jubb P.,Seyboth Wild T.,Seyboth Wild T.
2024-07-02,Mpetshi G.,Korda S.,Mpetshi G.
2024-07-02,Lestienne C.,Musetti L.,Musetti L.
2024-07-02,Darderi L.,Choinski J.,Darderi L.
2024-07-02,Albot R.,Hurkacz H.,Hurkacz H.
2024-07-02,De Minaur A.,Duckworth J.,De Minaur A.
2024-07-02,Harris B.,Munar J.,Munar J.
2024-07-02,Popyrin A.,Monteiro T.,Popyrin A.
2024-07-02,Nardi L.,Etcheverry T.,Etcheverry T.
2024-07-02,Comesana F.,Rublev A.,Comesana F.
2024-07-02,Bellucci M.,Shelton B.,Shelton B.
2024-07-02,Fearnley J.,Moro Canas A.,Fearnley J.
2024-07-02,Coria F.,Walton A.,Walton A.
2024-07-02,Zverev A.,Carballes Baena R.,Zverev A.
2024-07-02,Kopriva V.,Djokovic N.,Djokovic N.
2024-07-02,Fils A.,Stricker D.,Fils A.
2024-07-02,Daniel T.,Tsitsipas S.,Tsitsipas S.
2024-07-02,Rune H.,Kwon S.W.,Rune H.
2024-07-02,Searle H.,Giron M.,Giron M.
2024-07-02,Draper J.,Ymer E.,Draper J.
2024-07-02,Hijikata R.,Cobolli F.,Cobolli F.
2024-07-02,Norrie C.,Diaz Acosta F.,Norrie C.
2024-07-02,O Connell C.,Fritz T.,Fritz T.
2024-07-03,Halys Q.,Eubanks C.,Halys Q.
2024-07-03,Cerundolo F.,Safiullin R.,Safiullin R.
2024-07-03,Ruusuvuori E.,Mcdonald M.,Ruusuvuori E.
2024-07-03,Djere L.,Pouille L.,Pouille L.
2024-07-03,Rinderknech A.,Nishikori K.,Rinderknech A.
2024-07-03,Goffin D.,Machac T.,Machac T.
2024-07-03,Tabilo A.,Evans D.,Tabilo A.
2024-07-03,Auger-Aliassime F.,Kokkinakis T.,Kokkinakis T.
2024-07-03,Fognini F.,Ruud C.,Fognini F.
2024-07-03,Coric B.,Tiafoe F.,Tiafoe F.
2024-07-03,Nakashima B.,Thompson J.,Nakashima B.
2024-07-03,Van De Zandschulp B.,Humbert U.,Humbert U.
2024-07-03,Medvedev D.,Muller A.,Medvedev D.
2024-07-03,Vukic A.,Alcaraz C.,Alcaraz C.
2024-07-03,Bautista Agut R.,Sonego L.,Bautista Agut R.
2024-07-03,Cazaux A.,Bublik A.,Bublik A.
2024-07-03,Paul T.,Virtanen O.,Paul T.
2024-07-03,Griekspoor T.,Kecmanovic M.,Kecmanovic M.
2024-07-03,Struff J.L.,Zhang Zh.,Struff J.L.
2024-07-03,Berrettini M.,Sinner J.,Sinner J.
2024-07-04,De Minaur A.,Munar J.,De Minaur A.
2024-07-04,Walton A.,Comesana F.,Comesana F.
2024-07-04,Shelton B.,Harris L.,Shelton B.
2024-07-04,Shang J.,Dimitrov G.,Dimitrov G.
2024-07-04,Shapovalov D.,Altmaier D.,Shapovalov D.
2024-07-04,Etcheverry T.,Popyrin A.,Popyrin A.
2024-07-04,Musetti L.,Darderi L.,Musetti L.
2024-07-04,Machac T.,Safiullin R.,Safiullin R.
2024-07-04,Djokovic N.,Fearnley J.,Djokovic N.
2024-07-04,Cobolli F.,Tabilo A.,Tabilo A.
2024-07-04,Monfils G.,Wawrinka S.,Monfils G.
2024-07-04,Khachanov K.,Halys Q.,Halys Q.
2024-07-04,Rune H.,Seyboth Wild T.,Rune H.
2024-07-04,Rinderknech A.,Fritz T.,Fritz T.
2024-07-04,Norrie C.,Draper J.,Norrie C.
2024-07-04,Tsitsipas S.,Ruusuvuori E.,Ruusuvuori E.
2024-07-04,Mpetshi G.,Nishioka Y.,Mpetshi G.
2024-07-04,Giron M.,Zverev A.,Zverev A.
2024-07-05,Paul T.,Bublik A.,Paul T.
2024-07-05,Tiafoe F.,Alcaraz C.,Alcaraz C.
2024-07-05,Dimitrov G.,Monfils G.,Dimitrov G.
2024-07-05,Kecmanovic M.,Sinner J.,Sinner J.
2024-07-06,Shelton B.,Shapovalov D.,Shelton B.
2024-07-06,Nakashima B.,Humbert U.,Humbert U.
2024-07-06,Zverev A.,Norrie C.,Zverev A.
2024-07-06,Safiullin R.,Fils A.,Fils A.
