Date,Player_1,Player_2,Winner
2019-02-19,Paire B.,Bolelli S.,Paire B.
2019-02-19,Gerasimov E.,Verdasco F.,Verdasco F.
2019-02-19,Rublev A.,Tsonga J.W.,Rublev A.
2019-02-19,Chardy J.,Berrettini M.,Berrettini M.
2019-02-20,Bachinger M.,Darcis S.,Bachinger M.
2019-02-20,Vesely J.,Barrere G.,Barrere G.
2019-02-20,Humbert U.,Gulbis E.,Humbert U.
2019-02-20,Shapovalov D.,Kukushkin M.,Kukushkin M.
2019-02-20,Tsitsipas S.,Hurkacz H.,Tsitsipas S.
2019-02-20,Gojowczyk P.,Simon G.,Simon G.
2019-02-21,Rublev A.,Berrettini M.,Rublev A.
2019-02-21,Verdasco F.,Bachinger M.,Bachinger M.
2019-02-21,Humbert U.,Coric B.,Humbert U.
2019-02-21,Paire B.,Goffin D.,Goffin D.
2019-02-21,Stakhovsky S.,Barrere G.,Stakhovsky S.
2019-02-22,Rublev A.,Kukushkin M.,Kukushkin M.
2019-02-22,Humbert U.,Bachinger M.,Humbert U.
2019-02-22,Stakhovsky S.,Tsitsipas S.,Tsitsipas S.
2019-02-22,Goffin D.,Simon G.,Goffin D.
2019-02-23,Humbert U.,Kukushkin M.,Kukushkin M.
2019-02-23,Tsitsipas S.,Goffin D.,Tsitsipas S.
2019-02-24,Kukushkin M.,Tsitsipas S.,Tsitsipas S.
2019-02-19,Norrie C.,Lajovic D.,Norrie C.
2019-02-19,Mayer L.,Munar J.,Munar J.
2019-02-19,Sousa J.,Pella G.,Sousa J.
2019-02-19,Berlocq C.,Ruud C.,Ruud C.
2019-02-19,Dellien H.,Andreozzi G.,Dellien H.
2019-02-19,Jaziri M.,Delbonis F.,Delbonis F.
2019-02-19,Ramos-Vinolas A.,Sonego L.,Ramos-Vinolas A.
2019-02-19,Jarry N.,Carballes Baena R.,Carballes Baena R.
2019-02-19,Bedene A.,Cecchinato M.,Bedene A.
2019-02-19,Marterer M.,Garin C.,Garin C.
2019-02-19,Monteiro T.,Sousa P.,Monteiro T.
2019-02-19,Fognini F.,Auger-Aliassime F.,Auger-Aliassime F.
2019-02-19,Londero J.I.,Ymer E.,Londero J.I.
2019-02-19,Thiem D.,Djere L.,Djere L.
2019-02-20,Daniel T.,Seyboth Wild T.,Daniel T.
2019-02-20,Norrie C.,Munar J.,Munar J.
2019-02-20,Dellien H.,Carballes Baena R.,Dellien H.
2019-02-20,Monteiro T.,Bedene A.,Bedene A.
2019-02-21,Auger-Aliassime F.,Garin C.,Auger-Aliassime F.
2019-02-21,Delbonis F.,Ramos-Vinolas A.,Ramos-Vinolas A.
2019-02-21,Djere L.,Daniel T.,Djere L.
2019-02-21,Sousa J.,Ruud C.,Ruud C.
2019-02-21,Cuevas P.,Londero J.I.,Cuevas P.
2019-02-22,Dellien H.,Bedene A.,Bedene A.
2019-02-22,Djere L.,Ruud C.,Djere L.
2019-02-22,Munar J.,Auger-Aliassime F.,Auger-Aliassime F.
2019-02-23,Cuevas P.,Ramos-Vinolas A.,Cuevas P.
2019-02-23,Cuevas P.,Auger-Aliassime F.,Auger-Aliassime F.
2019-02-24,Djere L.,Auger-Aliassime F.,Djere L.
2019-02-25,Lopez Villasenor G.,Johnson S.,Johnson S.
2019-02-26,Gojowczyk P.,Gaio F.,Gojowczyk P.
2019-02-26,Granollers M.,Millman J.,Millman J.
2019-02-26,Wawrinka S.,Harrison R.,Wawrinka S.
2019-02-26,Thompson J.,Tiafoe F.,Tiafoe F.
2019-02-26,Isner J.,Mannarino A.,Isner J.
2019-02-26,Copil M.,Schwartzman D.,Schwartzman D.
2019-02-26,Norrie C.,Nishioka Y.,Norrie C.
2019-02-27,Seppi A.,Kyrgios N.,Kyrgios N.
2019-02-27,Zverev A.,Popyrin A.,Zverev A.
2019-02-27,Garcia-Lopez G.,Querrey S.,Querrey S.
2019-02-27,Nadal R.,Zverev M.,Nadal R.
2019-02-27,Jarry N.,De Minaur A.,De Minaur A.
2019-02-27,Lopez F.,Lajovic D.,Lopez F.
2019-02-27,Sandgren T.,Ferrer D.,Ferrer D.
2019-02-27,Millman J.,Gojowczyk P.,Millman J.
2019-02-27,Querrey S.,Isner J.,Isner J.
2019-02-28,Mcdonald M.,Tiafoe F.,Mcdonald M.
2019-02-28,Johnson S.,Wawrinka S.,Wawrinka S.
2019-02-28,Norrie C.,Schwartzman D.,Norrie C.
2019-02-28,Nadal R.,Kyrgios N.,Kyrgios N.
2019-02-28,Zverev A.,Ferrer D.,Zverev A.
2019-02-28,Mcdonald M.,Norrie C.,Norrie C.
2019-03-01,Zverev A.,De Minaur A.,Zverev A.
2019-03-01,Wawrinka S.,Kyrgios N.,Kyrgios N.
2019-03-01,Isner J.,Millman J.,Isner J.
2019-03-02,Norrie C.,Zverev A.,Zverev A.
2019-03-02,Kyrgios N.,Isner J.,Kyrgios N.
2019-03-03,Zverev A.,Kyrgios N.,Kyrgios N.
2019-02-25,Fucsovics M.,Dzumhur D.,Fucsovics M.
2019-02-25,Fabbiano T.,Verdasco F.,Verdasco F.
2019-02-25,Struff J.L.,Raonic M.,Struff J.L.
2019-02-25,Khachanov K.,Basilashvili N.,Basilashvili N.
2019-02-25,Federer R.,Kohlschreiber P.,Federer R.
2019-02-25,Ramanathan R.,Bautista Agut R.,Bautista Agut R.
2019-02-26,Berankis R.,Medvedev D.,Berankis R.
2019-02-26,Berrettini M.,Kudla D.,Kudla D.
2019-02-26,Gerasimov E.,Haase R.,Gerasimov E.
2019-02-26,Paire B.,Nishikori K.,Nishikori K.
2019-02-26,Hurkacz H.,Moutet C.,Hurkacz H.
2019-02-26,Safwat M.,Baghdatis M.,Baghdatis M.
2019-02-26,Berdych T.,Ivashka I.,Berdych T.
2019-02-26,Cilic M.,Monfils G.,Monfils G.
2019-02-26,Coric B.,Vesely J.,Coric B.
2019-02-26,Ebden M.,Tsitsipas S.,Tsitsipas S.
2019-02-27,Hurkacz H.,Nishikori K.,Hurkacz H.
2019-02-27,Kudla D.,Berankis R.,Berankis R.
2019-02-27,Basilashvili N.,Bautista Agut R.,Basilashvili N.
2019-02-27,Struff J.L.,Fucsovics M.,Fucsovics M.
2019-02-27,Monfils G.,Baghdatis M.,Monfils G.
2019-02-27,Gerasimov E.,Tsitsipas S.,Tsitsipas S.
2019-02-27,Federer R.,Verdasco F.,Federer R.
2019-02-27,Berdych T.,Coric B.,Coric B.
2019-02-28,Monfils G.,Berankis R.,Monfils G.
2019-02-28,Hurkacz H.,Tsitsipas S.,Tsitsipas S.
2019-02-28,Federer R.,Fucsovics M.,Federer R.
2019-02-28,Basilashvili N.,Coric B.,Coric B.
2019-03-01,Tsitsipas S.,Monfils G.,Tsitsipas S.
2019-03-01,Coric B.,Federer R.,Federer R.
2019-03-02,Federer R.,Tsitsipas S.,Federer R.
2019-02-25,Sousa P.,Garin C.,Garin C.
2019-02-25,Carballes Baena R.,Marterer M.,Carballes Baena R.
2019-02-25,Daniel T.,Trungelliti M.,Trungelliti M.
2019-02-26,Sonego L.,Delbonis F.,Sonego L.
2019-02-26,Sakamoto P.,Munar J.,Munar J.
2019-02-26,Londero J.I.,Lorenzi P.,Londero J.I.
2019-02-26,Martinez P.,Dellien H.,Dellien H.
2019-02-26,Ramos-Vinolas A.,Bagnis F.,Ramos-Vinolas A.
2019-02-26,Ymer E.,Seyboth Wild T.,Seyboth Wild T.
2019-02-27,Ruud C.,Monteiro T.,Ruud C.
2019-02-27,Giannessi A.,Djere L.,Djere L.
2019-02-27,Auger-Aliassime F.,Cuevas P.,Auger-Aliassime F.
2019-02-27,Munar J.,Garin C.,Garin C.
2019-02-27,Mayer L.,Sonego L.,Mayer L.
2019-02-27,Carballes Baena R.,Pella G.,Pella G.
2019-02-28,Trungelliti M.,Seyboth Wild T.,Trungelliti M.
2019-02-28,Londero J.I.,Dellien H.,Dellien H.
2019-02-28,Ruud C.,Sousa J.,Ruud C.
2019-02-28,Ramos-Vinolas A.,Auger-Aliassime F.,Auger-Aliassime F.
2019-02-28,Djere L.,Jaziri M.,Djere L.
2019-03-01,Mayer L.,Garin C.,Garin C.
2019-03-01,Ruud C.,Dellien H.,Ruud C.
2019-03-01,Trungelliti M.,Pella G.,Pella G.
2019-03-01,Djere L.,Auger-Aliassime F.,Djere L.
2019-03-02,Ruud C.,Garin C.,Garin C.
2019-03-02,Pella G.,Djere L.,Pella G.
2019-03-03,Garin C.,Pella G.,Pella G.
2019-03-07,Auger-Aliassime F.,Norrie C.,Auger-Aliassime F.
2019-03-07,Ivashka I.,Andreozzi G.,Andreozzi G.
2019-03-07,Klizan M.,Zverev M.,Klizan M.
2019-03-07,Dzumhur D.,Ramos-Vinolas A.,Ramos-Vinolas A.
2019-03-07,Karlovic I.,Ebden M.,Karlovic I.
2019-03-07,Herbert P.H.,Kohlschreiber P.,Kohlschreiber P.
2019-03-07,Thompson J.,Delbonis F.,Thompson J.
2019-03-07,Berrettini M.,Querrey S.,Querrey S.
2019-03-07,Giron M.,Chardy J.,Giron M.
2019-03-07,Kudla D.,Nishioka Y.,Nishioka Y.
2019-03-08,Fratangelo B.,Ymer E.,Fratangelo B.
2019-03-08,Humbert U.,Marterer M.,Marterer M.
2019-03-08,Gunneswaran P.,Paire B.,Gunneswaran P.
2019-03-08,Klahn B.,Jaziri M.,Jaziri M.
2019-03-08,Struff J.L.,Millman J.,Struff J.L.
2019-03-08,Opelka R.,Mayer L.,Mayer L.
2019-03-08,Lopez F.,Berdych T.,Lopez F.
2019-03-08,Copil M.,Albot R.,Albot R.
2019-03-08,Gojowczyk P.,Seppi A.,Gojowczyk P.
2019-03-08,Young D.,Hurkacz H.,Hurkacz H.
2019-03-08,Bolt A.,Gulbis E.,Bolt A.
2019-03-08,Daniel T.,Lajovic D.,Lajovic D.
2019-03-08,Popyrin A.,Munar J.,Popyrin A.
2019-03-08,Evans D.,Wawrinka S.,Wawrinka S.
2019-03-08,Haase R.,Istomin D.,Haase R.
2019-03-08,Fritz T.,Johnson S.,Johnson S.
2019-03-08,Krajinovic F.,Kukushkin M.,Krajinovic F.
2019-03-09,Ito T.,Donaldson J.,Donaldson J.
2019-03-09,Mannarino A.,Sandgren T.,Mannarino A.
2019-03-09,Sousa J.,Mcdonald M.,Mcdonald M.
2019-03-09,Carballes Baena R.,Harrison R.,Carballes Baena R.
2019-03-09,Tiafoe F.,Jarry N.,Jarry N.
2019-03-09,Giron M.,De Minaur A.,Giron M.
2019-03-09,Andreozzi G.,Djere L.,Djere L.
2019-03-09,Kecmanovic M.,Marterer M.,Kecmanovic M.
2019-03-09,Tsitsipas S.,Auger-Aliassime F.,Auger-Aliassime F.
2019-03-09,Simon G.,Jaziri M.,Simon G.
2019-03-09,Mayer L.,Monfils G.,Monfils G.
2019-03-09,Karlovic I.,Coric B.,Karlovic I.
2019-03-09,Querrey S.,Raonic M.,Raonic M.
2019-03-09,Ramos-Vinolas A.,Cecchinato M.,Ramos-Vinolas A.
2019-03-09,Berankis R.,Struff J.L.,Struff J.L.
2019-03-09,Kohlschreiber P.,Kyrgios N.,Kohlschreiber P.
2019-03-10,Basilashvili N.,Gunneswaran P.,Gunneswaran P.
2019-03-10,Djokovic N.,Fratangelo B.,Djokovic N.
2019-03-10,Bautista Agut R.,Nishioka Y.,Nishioka Y.
2019-03-10,Thiem D.,Thompson J.,Thiem D.
2019-03-10,Jarry N.,Edmund K.,Edmund K.
2019-03-10,Krajinovic F.,Goffin D.,Krajinovic F.
2019-03-10,Mannarino A.,Nishikori K.,Nishikori K.
2019-03-10,Rublev A.,Haase R.,Rublev A.
2019-03-10,Mcdonald M.,Medvedev D.,Medvedev D.
2019-03-10,Schwartzman D.,Carballes Baena R.,Schwartzman D.
2019-03-10,Gojowczyk P.,Federer R.,Federer R.
2019-03-10,Cilic M.,Lajovic D.,Cilic M.
2019-03-10,Bolt A.,Pella G.,Pella G.
2019-03-10,Albot R.,Fognini F.,Albot R.
2019-03-10,Johnson S.,Shapovalov D.,Shapovalov D.
2019-03-10,Isner J.,Popyrin A.,Isner J.
2019-03-11,Lopez F.,Khachanov K.,Khachanov K.
2019-03-11,Wawrinka S.,Fucsovics M.,Wawrinka S.
2019-03-11,Donaldson J.,Nadal R.,Nadal R.
2019-03-11,Hurkacz H.,Pouille L.,Hurkacz H.
2019-03-11,Giron M.,Raonic M.,Raonic M.
2019-03-11,Karlovic I.,Gunneswaran P.,Karlovic I.
2019-03-11,Zverev A.,Struff J.L.,Struff J.L.
2019-03-11,Kecmanovic M.,Djere L.,Kecmanovic M.
2019-03-11,Ramos-Vinolas A.,Monfils G.,Monfils G.
2019-03-11,Thiem D.,Simon G.,Thiem D.
2019-03-11,Auger-Aliassime F.,Nishioka Y.,Nishioka Y.
2019-03-12,Krajinovic F.,Medvedev D.,Krajinovic F.
2019-03-12,Nishikori K.,Hurkacz H.,Hurkacz H.
2019-03-12,Shapovalov D.,Cilic M.,Shapovalov D.
2019-03-12,Schwartzman D.,Nadal R.,Nadal R.
2019-03-12,Isner J.,Pella G.,Isner J.
2019-03-12,Djokovic N.,Kohlschreiber P.,Kohlschreiber P.
2019-03-12,Khachanov K.,Rublev A.,Khachanov K.
2019-03-12,Albot R.,Edmund K.,Edmund K.
2019-03-13,Federer R.,Wawrinka S.,Federer R.
2019-03-13,Krajinovic F.,Nadal R.,Nadal R.
2019-03-13,Hurkacz H.,Shapovalov D.,Hurkacz H.
2019-03-13,Struff J.L.,Raonic M.,Raonic M.
2019-03-13,Federer R.,Edmund K.,Federer R.
2019-03-13,Isner J.,Khachanov K.,Khachanov K.
2019-03-14,Thiem D.,Karlovic I.,Thiem D.
2019-03-14,Kohlschreiber P.,Monfils G.,Monfils G.
2019-03-14,Raonic M.,Kecmanovic M.,Raonic M.
2019-03-15,Hurkacz H.,Federer R.,Federer R.
2019-03-15,Nadal R.,Khachanov K.,Nadal R.
2019-03-16,Raonic M.,Thiem D.,Thiem D.
2019-03-17,Thiem D.,Federer R.,Thiem D.
2019-03-20,Gojowczyk P.,Delbonis F.,Delbonis F.
2019-03-20,Carballes Baena R.,Kudla D.,Carballes Baena R.
2019-03-20,Kukushkin M.,Andreozzi G.,Andreozzi G.
2019-03-20,Tipsarevic J.,Klahn B.,Tipsarevic J.
2019-03-20,Berrettini M.,Hurkacz H.,Hurkacz H.
2019-03-21,Haase R.,Lacko L.,Haase R.
2019-03-21,Ymer M.,Mayer L.,Mayer L.
2019-03-21,Thompson J.,Norrie C.,Thompson J.
2019-03-21,Sandgren T.,Bublik A.,Bublik A.
2019-03-21,Lajovic D.,Cuevas P.,Lajovic D.
2019-03-21,Klizan M.,Sonego L.,Sonego L.
2019-03-21,Chardy J.,Jarry N.,Chardy J.
2019-03-21,Eubanks C.,Dzumhur D.,Dzumhur D.
2019-03-21,Ivashka I.,Fabbiano T.,Ivashka I.
2019-03-21,Copil M.,Ramos-Vinolas A.,Ramos-Vinolas A.
2019-03-21,Auger-Aliassime F.,Ruud C.,Auger-Aliassime F.
2019-03-21,Fritz T.,Marterer M.,Marterer M.
2019-03-21,Tomic B.,Monteiro T.,Tomic B.
2019-03-21,Daniel T.,Rublev A.,Rublev A.
2019-03-21,Lopez F.,Paire B.,Lopez F.
2019-03-21,Gunneswaran P.,Munar J.,Munar J.
2019-03-21,Sousa J.,Tseng C.H.,Sousa J.
2019-03-21,Herbert P.H.,Krajinovic F.,Krajinovic F.
2019-03-21,Evans D.,Jaziri M.,Evans D.
2019-03-21,Struff J.L.,Opelka R.,Opelka R.
2019-03-22,Andujar P.,Karlovic I.,Andujar P.
2019-03-22,Bedene A.,Mannarino A.,Mannarino A.
2019-03-22,Kecmanovic M.,Gulbis E.,Kecmanovic M.
2019-03-22,Humbert U.,Mcdonald M.,Mcdonald M.
2019-03-22,Ferrer D.,Querrey S.,Ferrer D.
2019-03-22,Ivashka I.,Edmund K.,Edmund K.
2019-03-22,Chardy J.,Simon G.,Chardy J.
2019-03-22,Nishikori K.,Lajovic D.,Lajovic D.
2019-03-22,Coric B.,Carballes Baena R.,Coric B.
2019-03-22,Zverev M.,Basilashvili N.,Basilashvili N.
2019-03-22,Delbonis F.,Millman J.,Delbonis F.
2019-03-22,Sonego L.,Isner J.,Isner J.
2019-03-22,Auger-Aliassime F.,Fucsovics M.,Auger-Aliassime F.
2019-03-22,Bublik A.,Kyrgios N.,Kyrgios N.
2019-03-22,Ramos-Vinolas A.,Pouille L.,Ramos-Vinolas A.
2019-03-22,Harris L.,Haase R.,Haase R.
2019-03-22,Bautista Agut R.,Tipsarevic J.,Bautista Agut R.
2019-03-22,Thiem D.,Hurkacz H.,Hurkacz H.
2019-03-22,Fognini F.,Andreozzi G.,Fognini F.
2019-03-23,Tomic B.,Djokovic N.,Djokovic N.
2019-03-23,Mayer L.,Pella G.,Mayer L.
2019-03-23,Evans D.,Shapovalov D.,Shapovalov D.
2019-03-23,Sousa J.,Johnson S.,Sousa J.
2019-03-23,Wawrinka S.,Krajinovic F.,Krajinovic F.
2019-03-23,Thompson J.,Khachanov K.,Thompson J.
2019-03-23,Andujar P.,Goffin D.,Goffin D.
2019-03-23,Medvedev D.,Mannarino A.,Medvedev D.
2019-03-23,Munar J.,Anderson K.,Anderson K.
2019-03-23,Dimitrov G.,Lopez F.,Dimitrov G.
2019-03-23,Cilic M.,Rublev A.,Rublev A.
2019-03-23,Opelka R.,Schwartzman D.,Opelka R.
2019-03-23,Albot R.,Federer R.,Federer R.
2019-03-23,Tsitsipas S.,Mcdonald M.,Tsitsipas S.
2019-03-23,Kecmanovic M.,Tiafoe F.,Tiafoe F.
2019-03-24,Ferrer D.,Zverev A.,Ferrer D.
2019-03-24,Ramos-Vinolas A.,Isner J.,Isner J.
2019-03-24,Bautista Agut R.,Fognini F.,Bautista Agut R.
2019-03-24,Raonic M.,Edmund K.,Edmund K.
2019-03-24,Basilashvili N.,Haase R.,Basilashvili N.
2019-03-24,Hurkacz H.,Auger-Aliassime F.,Auger-Aliassime F.
2019-03-24,Djokovic N.,Delbonis F.,Djokovic N.
2019-03-25,Chardy J.,Coric B.,Coric B.
2019-03-25,Kyrgios N.,Lajovic D.,Kyrgios N.
2019-03-25,Dimitrov G.,Thompson J.,Thompson J.
2019-03-25,Anderson K.,Sousa J.,Anderson K.
2019-03-25,Krajinovic F.,Federer R.,Federer R.
2019-03-25,Medvedev D.,Opelka R.,Medvedev D.
2019-03-25,Rublev A.,Shapovalov D.,Shapovalov D.
2019-03-25,Goffin D.,Cecchinato M.,Goffin D.
2019-03-25,Ferrer D.,Tiafoe F.,Tiafoe F.
2019-03-26,Tsitsipas S.,Mayer L.,Tsitsipas S.
2019-03-26,Basilashvili N.,Auger-Aliassime F.,Auger-Aliassime F.
2019-03-26,Isner J.,Edmund K.,Isner J.
2019-03-26,Kyrgios N.,Coric B.,Coric B.
2019-03-26,Bautista Agut R.,Djokovic N.,Bautista Agut R.
2019-03-26,Thompson J.,Anderson K.,Anderson K.
2019-03-27,Tiafoe F.,Goffin D.,Tiafoe F.
2019-03-27,Tsitsipas S.,Shapovalov D.,Shapovalov D.
2019-03-27,Federer R.,Medvedev D.,Federer R.
2019-03-27,Bautista Agut R.,Isner J.,Isner J.
2019-03-28,Auger-Aliassime F.,Coric B.,Auger-Aliassime F.
2019-03-28,Tiafoe F.,Shapovalov D.,Shapovalov D.
2019-03-29,Federer R.,Anderson K.,Federer R.
2019-03-29,Auger-Aliassime F.,Isner J.,Isner J.
2019-03-29,Federer R.,Shapovalov D.,Federer R.
2019-03-31,Isner J.,Federer R.,Federer R.
2019-04-08,Harrison R.,Karlovic I.,Harrison R.
2019-04-08,Dellien H.,Ruud C.,Ruud C.
2019-04-08,Garin C.,Cuevas P.,Garin C.
2019-04-09,Fritz T.,Granollers M.,Granollers M.
2019-04-09,Tomic B.,Kudla D.,Tomic B.
2019-04-09,Lorenzi P.,Galan D.E.,Galan D.E.
2019-04-09,Laaksonen H.,Mcdonald M.,Laaksonen H.
2019-04-09,Rubin N.,Garcia-Lopez G.,Garcia-Lopez G.
2019-04-09,Giraldo S.,Klahn B.,Giraldo S.
2019-04-09,Krstin P.,Thompson J.,Thompson J.
2019-04-10,Querrey S.,Fratangelo B.,Querrey S.
2019-04-10,Sandgren T.,Tipsarevic J.,Tipsarevic J.
2019-04-10,Granollers M.,Tomic B.,Granollers M.
2019-04-10,Harrison R.,Laaksonen H.,Laaksonen H.
2019-04-10,Garin C.,Chardy J.,Garin C.
2019-04-11,Opelka R.,Ruud C.,Ruud C.
2019-04-11,Tipsarevic J.,Norrie C.,Tipsarevic J.
2019-04-11,Garcia-Lopez G.,Querrey S.,Querrey S.
2019-04-12,Galan D.E.,Johnson S.,Galan D.E.
2019-04-12,Giraldo S.,Thompson J.,Thompson J.
2019-04-12,Garin C.,Laaksonen H.,Garin C.
2019-04-12,Tipsarevic J.,Querrey S.,Querrey S.
2019-04-12,Ruud C.,Granollers M.,Ruud C.
2019-04-13,Thompson J.,Galan D.E.,Galan D.E.
2019-04-13,Garin C.,Querrey S.,Garin C.
2019-04-13,Galan D.E.,Ruud C.,Ruud C.
2019-04-14,Garin C.,Ruud C.,Garin C.
2019-04-08,Ramos-Vinolas A.,Andreozzi G.,Andreozzi G.
2019-04-08,Simon G.,Kovalik J.,Simon G.
2019-04-08,Humbert U.,Edmund K.,Edmund K.
2019-04-08,Daniel T.,Zverev M.,Daniel T.
2019-04-09,Bedene A.,Paire B.,Paire B.
2019-04-09,Herbert P.H.,Fabbiano T.,Herbert P.H.
2019-04-09,Verdasco F.,Menendez-Maceiras A.,Menendez-Maceiras A.
2019-04-09,Londero J.I.,Berlocq C.,Londero J.I.
2019-04-09,Bagnis F.,Munar J.,Munar J.
2019-04-09,Kohlschreiber P.,Davidovich Fokina A.,Kohlschreiber P.
2019-04-09,Djere L.,Sonego L.,Sonego L.
2019-04-09,Haase R.,Jaziri M.,Haase R.
2019-04-09,Fognini F.,Vesely J.,Vesely J.
2019-04-09,Andujar P.,Delbonis F.,Andujar P.
2019-04-09,Istomin D.,Zverev A.,Zverev A.
2019-04-10,Sonego L.,Haase R.,Sonego L.
2019-04-10,Menendez-Maceiras A.,Daniel T.,Daniel T.
2019-04-10,Simon G.,Andreozzi G.,Simon G.
2019-04-10,Edmund K.,Tsonga J.W.,Tsonga J.W.
2019-04-11,Vesely J.,Londero J.I.,Vesely J.
2019-04-11,Kohlschreiber P.,Andujar P.,Andujar P.
2019-04-11,Paire B.,Herbert P.H.,Paire B.
2019-04-11,Zverev A.,Munar J.,Munar J.
2019-04-12,Simon G.,Daniel T.,Simon G.
2019-04-12,Munar J.,Paire B.,Paire B.
2019-04-12,Tsonga J.W.,Sonego L.,Tsonga J.W.
2019-04-13,Simon G.,Andujar P.,Andujar P.
2019-04-13,Paire B.,Tsonga J.W.,Paire B.
2019-04-14,Andujar P.,Paire B.,Paire B.
2019-04-14,Coric B.,Hurkacz H.,Coric B.
2019-04-14,Berrettini M.,Dimitrov G.,Dimitrov G.
2019-04-14,Pella G.,Djere L.,Pella G.
2019-04-14,Pouille L.,Wawrinka S.,Wawrinka S.
2019-04-15,Fucsovics M.,Basilashvili N.,Fucsovics M.
2019-04-15,Millman J.,Bautista Agut R.,Bautista Agut R.
2019-04-15,Lajovic D.,Jaziri M.,Lajovic D.
2019-04-15,Sousa J.,Medvedev D.,Medvedev D.
2019-04-15,Struff J.L.,Shapovalov D.,Struff J.L.
2019-04-15,Daniel T.,Kohlschreiber P.,Kohlschreiber P.
2019-04-15,Kukushkin M.,Chardy J.,Kukushkin M.
2019-04-15,Andreozzi G.,Goffin D.,Goffin D.
2019-04-15,Fognini F.,Rublev A.,Fognini F.
2019-04-15,Catarina L.,Munar J.,Munar J.
2019-04-15,Klizan M.,Delbonis F.,Klizan M.
2019-04-15,Bedene A.,Albot R.,Albot R.
2019-04-15,Sonego L.,Seppi A.,Sonego L.
2019-04-15,Edmund K.,Schwartzman D.,Schwartzman D.
2019-04-16,Auger-Aliassime F.,Londero J.I.,Auger-Aliassime F.
2019-04-16,Mannarino A.,Norrie C.,Norrie C.
2019-04-16,Herbert P.H.,Verdasco F.,Herbert P.H.
2019-04-16,Popyrin A.,Simon G.,Simon G.
2019-04-16,Pella G.,Cilic M.,Pella G.
2019-04-16,Khachanov K.,Sonego L.,Sonego L.
2019-04-16,Djokovic N.,Kohlschreiber P.,Djokovic N.
2019-04-16,Munar J.,Coric B.,Coric B.
2019-04-16,Cecchinato M.,Wawrinka S.,Cecchinato M.
2019-04-17,Kukushkin M.,Tsitsipas S.,Tsitsipas S.
2019-04-17,Medvedev D.,Albot R.,Medvedev D.
2019-04-17,Nishikori K.,Herbert P.H.,Herbert P.H.
2019-04-17,Norrie C.,Fucsovics M.,Norrie C.
2019-04-17,Schwartzman D.,Fritz T.,Fritz T.
2019-04-17,Zverev A.,Auger-Aliassime F.,Zverev A.
2019-04-17,Struff J.L.,Dimitrov G.,Dimitrov G.
2019-04-17,Nadal R.,Bautista Agut R.,Nadal R.
2019-04-17,Klizan M.,Thiem D.,Thiem D.
2019-04-17,Lajovic D.,Goffin D.,Lajovic D.
2019-04-18,Tsitsipas S.,Medvedev D.,Medvedev D.
2019-04-18,Pella G.,Cecchinato M.,Pella G.
2019-04-18,Fritz T.,Djokovic N.,Djokovic N.
2019-04-18,Sonego L.,Norrie C.,Sonego L.
2019-04-18,Dimitrov G.,Nadal R.,Nadal R.
2019-04-18,Lajovic D.,Thiem D.,Lajovic D.
2019-04-18,Zverev A.,Fognini F.,Fognini F.
2019-04-18,Coric B.,Herbert P.H.,Coric B.
2019-04-19,Sonego L.,Lajovic D.,Lajovic D.
2019-04-19,Medvedev D.,Djokovic N.,Medvedev D.
2019-04-19,Pella G.,Nadal R.,Nadal R.
2019-04-19,Fognini F.,Coric B.,Fognini F.
2019-04-20,Medvedev D.,Lajovic D.,Lajovic D.
2019-04-20,Fognini F.,Nadal R.,Fognini F.
2019-04-21,Lajovic D.,Fognini F.,Fognini F.
2019-04-22,Mayer L.,Copil M.,Mayer L.
2019-04-22,Kudla D.,Fucsovics M.,Fucsovics M.
2019-04-22,Mcdonald M.,Daniel T.,Mcdonald M.
2019-04-22,Dellien H.,Struff J.L.,Struff J.L.
2019-04-22,Munar J.,Sousa P.,Munar J.
2019-04-22,Opelka R.,Fritz T.,Fritz T.
2019-04-22,Verdasco F.,Lopez F.,Verdasco F.
2019-04-22,Granollers M.,Jarry N.,Jarry N.
2019-04-22,Schwartzman D.,Nishioka Y.,Schwartzman D.
2019-04-22,Londero J.I.,Paire B.,Paire B.
2019-04-23,Kuhn N.,Delbonis F.,Kuhn N.
2019-04-23,Andreozzi G.,Jaziri M.,Jaziri M.
2019-04-23,Ferrer D.,Zverev M.,Ferrer D.
2019-04-23,Norrie C.,Ramos-Vinolas A.,Ramos-Vinolas A.
2019-04-23,Garin C.,Klizan M.,Garin C.
2019-04-23,Sousa J.,Pella G.,Pella G.
2019-04-23,Nishikori K.,Fritz T.,Nishikori K.
2019-04-23,Zverev A.,Jarry N.,Jarry N.
2019-04-23,Munar J.,Tiafoe F.,Munar J.
2019-04-23,Goffin D.,Struff J.L.,Struff J.L.
2019-04-23,Thiem D.,Schwartzman D.,Thiem D.
2019-04-23,Fucsovics M.,Tsitsipas S.,Tsitsipas S.
2019-04-24,Auger-Aliassime F.,Jaziri M.,Auger-Aliassime F.
2019-04-24,Ramos-Vinolas A.,Medvedev D.,Medvedev D.
2019-04-24,Mcdonald M.,Simon G.,Mcdonald M.
2019-04-24,Pouille L.,Ferrer D.,Ferrer D.
2019-04-24,Carballes Baena R.,Kuhn N.,Carballes Baena R.
2019-04-24,Mayer L.,Nadal R.,Nadal R.
2019-04-24,Pella G.,Khachanov K.,Pella G.
